row_idx,top_features,top_abs_z
8023,"['total_services', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[1.6905820197543162, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
8038,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[4.944657904458959, 1.9950045249592383, 1.1851631424542282, 0.9999995745697359, 0.9999995745697359]"
8080,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[2.526290240367725, 1.9950045249592383, 1.6580123022802642, 0.9999995745697359, 0.9999995745697359]"
8093,"['total_services', 'mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share']","[5.844160254373706, 4.009091004931639, 3.993883843717139, 1.3149440942520196, 0.9999995745697359]"
8214,"['total_services', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[4.006550865711801, 1.9950045249592383, 1.1300677729940922, 0.9999995745697359, 0.9999995745697359]"
8255,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[14.952174335822068, 14.922617752172387, 7.7345070178362825, 0.9999995745697359, 0.9999995745697359]"
8284,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[5.347719181807498, 1.9950045249592383, 1.2223490836939506, 0.9999995745697359, 0.9999995745697359]"
8320,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[8.370678761921539, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
8447,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[10.587515787338504, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
8470,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[6.848035202468675, 6.357883517854882, 5.92264555133883, 1.1299950797945244, 0.9999995745697359]"
8520,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[5.360156943869472, 4.668052101473124, 4.609610662006504, 1.2445401452793357, 0.9999995745697359]"
8571,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.037770030424746, 2.5421041864357847, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
8621,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'allow_ratio']","[5.6322052736348684, 5.619980547910655, 4.8475433386770845, 1.9950045249592383, 1.072796204697852]"
8623,"['mean_allowed', 'mean_payment', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[5.701661144991106, 5.693352086854932, 5.138450864113079, 1.1031013919065933, 0.9999995745697359]"
8643,"['total_services', 'distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share']","[4.727000424459514, 2.2239942823563212, 1.9950045249592383, 1.0047030998574895, 0.9999995745697359]"
8711,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.6347087530762074, 2.0254336398612223, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
8723,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[6.497429790706624, 6.488890758740916, 5.29160388820879, 1.0394422184706364, 0.9999995745697359]"
8732,"['distinct_hcpcs', 'total_services', 'distinct_pos', 'allow_ratio', 't_hipaa_share']","[4.54159662711042, 2.817531285464933, 1.9950045249592383, 1.0387954035045013, 0.9999995745697359]"
8787,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.189170997493093, 9.188166836565436, 2.1691776223645767, 0.9999995745697359, 0.9999995745697359]"
8791,"['distinct_hcpcs', 'total_services', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[7.866852165235866, 6.557307423175978, 1.0349405276486199, 0.9999995745697359, 0.9999995745697359]"
8860,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.098833410765213, 9.096034480120482, 2.1036949960652365, 0.9999995745697359, 0.9999995745697359]"
8872,"['mean_allowed', 'mean_payment', 'mean_charge', 'total_services', 't_hipaa_share']","[4.323755204327846, 4.262026208652088, 2.9364701648773788, 1.2732610175461752, 0.9999995745697359]"
8913,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[5.851545778493171, 5.736264797136351, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
8935,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'distinct_hcpcs']","[4.715167000043197, 4.691842736430495, 3.294671583489209, 1.9950045249592383, 1.0148104503107045]"
8988,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[9.378331955292888, 4.470702412135273, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
9029,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs', 'allow_ratio']","[9.710688595487747, 9.70436437757244, 8.480968698969408, 2.929351517716264, 1.1023888178731864]"
9042,"['mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs', 'mean_charge']","[2.4345502819461493, 2.3589393742768756, 1.9950045249592383, 1.216341088984974, 1.1758846570575145]"
9053,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[8.093746587100249, 8.083262680206936, 7.991294247477831, 1.178144224315364, 0.9999995745697359]"
9074,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.363025568550192, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9105,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.765243317170238, 7.737607198711585, 1.3489471367915462, 0.9999995745697359, 0.9999995745697359]"
9107,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.665321526561597, 1.0150844918664035, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9149,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.820484498492301, 1.5186370469963781, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9247,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[4.340065988436151, 1.9950045249592383, 1.0838101341766546, 0.9999995745697359, 0.9999995745697359]"
9269,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[16.59380741275512, 4.037770030424746, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9292,"['distinct_pos', 'mean_charge', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[1.9950045249592383, 1.905205121777624, 1.6042803476231788, 0.9999995745697359, 0.9999995745697359]"
9314,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[6.029280793959699, 6.006502420088255, 3.9842096200544233, 0.9999995745697359, 0.9999995745697359]"
9324,"['distinct_hcpcs', 'total_services', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[9.176801316618617, 1.4179330038565863, 1.1608741450501534, 0.9999995745697359, 0.9999995745697359]"
9326,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[5.5492498204817675, 1.9950045249592383, 1.5589802531288617, 0.9999995745697359, 0.9999995745697359]"
9328,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[8.76650411093488, 8.337005513779815, 8.335829279661201, 1.2171138584743206, 0.9999995745697359]"
9339,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.082663548852526, 9.042441462245971, 5.036963061491782, 0.9999995745697359, 0.9999995745697359]"
9359,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[3.6347087530762074, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9400,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.282983366255176, 2.7278208790419947, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9441,"['distinct_hcpcs', 'distinct_pos', 'mean_allowed', 'mean_payment', 't_hipaa_share']","[2.526290240367725, 1.9950045249592383, 1.7071625120364873, 1.68550123063165, 0.9999995745697359]"
9469,"['distinct_hcpcs', 'mean_allowed', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.735474072413342, 1.0047628060144629, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9473,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.846903688426318, 3.6347087530762074, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9492,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[8.224792347560564, 8.202529158982076, 4.295817550289108, 0.9999995745697359, 0.9999995745697359]"
9550,"['total_services', 'total_beneficiaries', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.3303877938871547, 1.089206666039243, 1.0026613984510173, 0.9999995745697359, 0.9999995745697359]"
9568,"['total_services', 'mean_allowed', 'mean_payment', 'total_beneficiaries', 'mean_charge']","[7.87594442495443, 4.23440138489098, 4.231340067195439, 2.073049815721133, 1.27880205881793]"
9577,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'distinct_hcpcs']","[5.072168454030401, 5.069775578666257, 3.2525694416727275, 1.9950045249592383, 1.1155757696478392]"
9689,"['distinct_hcpcs', 'distinct_pos', 'total_services', 'allow_ratio', 't_hipaa_share']","[5.146188543133229, 1.9950045249592383, 1.5978998749032973, 1.0037762557653944, 0.9999995745697359]"
9745,"['distinct_hcpcs', 'distinct_pos', 'mean_charge', 'allow_ratio', 'total_services']","[4.138535349761881, 1.9950045249592383, 1.4479995872050424, 1.3548515123761118, 1.1058087495581372]"
9823,"['total_services', 'distinct_hcpcs', 'mean_charge', 'mean_allowed', 'mean_payment']","[1.514874876175779, 1.4178717276592434, 1.065029263213828, 1.0594891061308955, 1.0446181667297965]"
9867,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[5.5492498204817675, 4.451652699234121, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
9902,"['mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge', 't_hipaa_share']","[3.1466138141045707, 3.1240804288342856, 1.9950045249592383, 1.1894467203438948, 0.9999995745697359]"
9903,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[4.409705955504481, 4.229182114897517, 1.7658189781292053, 1.0148104503107045, 0.9999995745697359]"
9914,"['distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.440831307773285, 1.4579571822223882, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
9948,"['distinct_hcpcs', 'distinct_pos', 'mean_payment', 'mean_allowed', 't_hipaa_share']","[2.4255249210305907, 1.9950045249592383, 1.7231869792695371, 1.7186221172339742, 0.9999995745697359]"
9972,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[4.239300669099015, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
10016,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[10.326920006723883, 10.300302810220773, 5.361234949962697, 0.9999995745697359, 0.9999995745697359]"
10032,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.013940820605217, 5.952311097830306, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
10081,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'distinct_hcpcs']","[4.77133571417359, 4.733286206187624, 3.9921645873779092, 1.9950045249592383, 1.1155757696478392]"
10095,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[1.4178717276592434, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
10098,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.6150956478815806, 4.239300669099015, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
10112,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.037770030424746, 2.638172946913675, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
10149,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.138535349761881, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
10239,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.202296515493806, 7.175377800810013, 5.358512216522688, 0.9999995745697359, 0.9999995745697359]"
10249,"['distinct_hcpcs', 'distinct_pos', 'mean_allowed', 'mean_payment', 't_hipaa_share']","[3.030116837053399, 1.9950045249592383, 1.9452282664818363, 1.9425823865095853, 0.9999995745697359]"
10253,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.2022476846014065, 7.175328978998379, 5.329747133609241, 0.9999995745697359, 0.9999995745697359]"
10339,"['distinct_hcpcs', 'total_services', 'total_beneficiaries', 'distinct_pos', 'mean_allowed']","[9.076035997281483, 7.24513434858047, 6.275266540966741, 1.9950045249592383, 1.1753311526824555]"
10353,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[4.239300669099015, 1.9950045249592383, 1.7926567313829858, 0.9999995745697359, 0.9999995745697359]"
10367,"['mean_allowed', 'mean_payment', 'total_services', 't_hipaa_share', 't_billing_share']","[3.4038984307096007, 3.321621195611496, 1.3701499739961982, 0.9999995745697359, 0.9999995745697359]"
10433,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[6.7237450011183695, 6.649324198580226, 2.607531575851652, 0.9999995745697359, 0.9999995745697359]"
10437,"['mean_allowed', 'mean_payment', 'total_services', 't_hipaa_share', 't_billing_share']","[1.4363125407370443, 1.371211304151292, 1.0767314794492964, 0.9999995745697359, 0.9999995745697359]"
10524,"['distinct_hcpcs', 'distinct_pos', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[3.2316474757276685, 1.9950045249592383, 1.4357436674542605, 1.2478568502735523, 0.9999995745697359]"
10530,"['mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge', 't_hipaa_share']","[3.526177602612134, 3.4976026081658764, 1.9950045249592383, 1.8894058860297407, 0.9999995745697359]"
10641,"['mean_allowed', 'mean_payment', 'distinct_pos', 'total_services', 't_hipaa_share']","[2.5057182112695435, 2.482632937574852, 1.9950045249592383, 1.0838222059180582, 0.9999995745697359]"
10661,"['t_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share', 'total_beneficiaries']","[0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.8255167254138429]"
10712,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[7.766086845898731, 1.9950045249592383, 1.639994448827925, 0.9999995745697359, 0.9999995745697359]"
10773,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[3.6347087530762074, 1.9950045249592383, 1.045431742835321, 0.9999995745697359, 0.9999995745697359]"
10866,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.334157107314546, 1.8209330050077823, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
10915,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[5.347719181807498, 3.186566557055572, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
11028,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[11.433590197026437, 11.387057350283232, 9.912564386653417, 1.104646982516639, 0.9999995745697359]"
11068,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[3.5339434337390725, 1.9950045249592383, 1.2104463410553743, 0.9999995745697359, 0.9999995745697359]"
11118,"['mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs', 'total_services']","[2.523079149923901, 2.483957434072129, 1.9950045249592383, 1.8209330050077823, 1.4640491838381238]"
11187,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[3.433178114401938, 2.9160077179900514, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
11215,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[2.526290240367725, 1.9950045249592383, 1.216402916123155, 0.9999995745697359, 0.9999995745697359]"
11218,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[4.1893399713611075, 4.152001487255417, 2.432651510175002, 0.9999995745697359, 0.9999995745697359]"
11280,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[10.617924814732337, 5.6495121254123095, 5.635815167468609, 1.4733655842180637, 0.9999995745697359]"
11299,"['mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge', 'distinct_hcpcs']","[2.370601206923387, 2.363081985186449, 1.9950045249592383, 1.5984899852648453, 1.0148104503107045]"
11344,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.2239942823563212, 1.719288878778968, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
11431,"['distinct_pos', 'distinct_hcpcs', 'mean_allowed', 'mean_payment', 't_hipaa_share']","[1.9950045249592383, 1.3171064083221087, 1.2180184736363076, 1.1704259680309552, 0.9999995745697359]"
11438,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 'distinct_hcpcs']","[7.562179212787279, 7.561668722810491, 7.115652872525189, 1.1439774649760683, 1.1155757696478392]"
11464,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'distinct_hcpcs']","[4.775441274535797, 4.73562753094041, 4.101997535241386, 1.9950045249592383, 1.3171064083221087]"
